Metadata_EOS,Metadata_pdid,Metadata_name,Metadata_smiles,Metadata_inchi,Metadata_inchikey,probe,experimental probe,calculated probe,available,approved drug,P&D approved,covalent binder,biased GPCR ligand,inorganic,structural alert,PAINS Family A,PAINS Family B,PAINS Family C,Aggregator,Obsolete,Nuisance,no. targets,drug_status,Metadata_cas,Metadata_synonyms,mw,hba,hbd,rb,rc,arc,logp,tpsa,fcsp3,ncc,lrs,qed,moa_activator,moa_agonist,moa_allosteric antagonist,moa_allosteric modulator,moa_antagonist,moa_binding agent,moa_blocker,moa_cofactor,moa_competitive inhibitor,moa_degrader,moa_disrupting agent,moa_inducer,moa_inhibitor,moa_inverse agonist,moa_mixed,moa_modulator,moa_negative allosteric modulator,moa_negative modulator,moa_neutral,moa_opener,moa_other,moa_partial agonist,moa_positive allosteric modulator,moa_positive modulator,moa_potentiator,moa_stabiliser,moa_stimulator,moa_substrate,drug_status_approved,drug_status_experimental,drug_status_investigational,drug_status_nutraceutical,drug_status_vet_approved,drug_status_withdrawn
EOS102184,PD015232,Biacetyl,CC(=O)C(C)=O,InChI=1S/C4H6O2/c1-3(5)4(2)6/h1-2H3,QSJXEFYPDANLFS-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,5,,151677-70-2;625-34-3;431-03-8,"2,3-Butanedione;Biacetyl;BUTANEDIONE;Diacetyl",86.04,2.0,0.0,1.0,0.0,0.0,0.16,34.14,0.5,0.0,0.0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102461,PD015276,L-6-hydroxydopa,NC(Cc1cc(O)c(O)cc1O)C(=O)O,"InChI=1S/C9H11NO5/c10-5(9(14)15)1-4-2-7(12)8(13)3-6(4)11/h2-3,5,11-13H,1,10H2,(H,14,15)",YLKRUSPZOTYMAT-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,25,,21373-30-8,6-Hydroxy-DOPA;L-6-hydroxydopa;6-Hydroxy-DL-DOPA,213.06,5.0,5.0,3.0,1.0,1.0,-0.24,124.01,0.22,1.0,6.0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100475,PD015277,HOMOVANILLIC ACID,COc1cc(CC(=O)O)ccc1O,"InChI=1S/C9H10O4/c1-13-8-4-6(5-9(11)12)2-3-7(8)10/h2-4,10H,5H2,1H3,(H,11,12)",QRMZSPFSDQBLIX-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,,306-08-1,Homovaniuic acid;HOMOVANILLIC ACID;Vanilacetic acid;Vanillacetic acid;4-Hydroxy-3-methoxyphenylacetic acid,182.06,3.0,2.0,3.0,1.0,1.0,1.03,66.76,0.22,0.0,6.0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101039,PD015343,BRL-50481,Cc1ccc([N+](=O)[O-])cc1S(=O)(=O)N(C)C,"InChI=1S/C9H12N2O4S/c1-7-4-5-8(11(12)13)6-9(7)16(14,15)10(2)3/h4-6H,1-3H3",IFIUFCJFLGCQPH-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,,433695-36-4,BRL 50481;BRL-50481;BRL50481;BRL 50481 ,244.05,4.0,0.0,3.0,1.0,1.0,1.15,80.52,0.33,0.0,6.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102292,PD015356,Ro 20-1724,CCCCOc1cc(CC2CNC(=O)N2)ccc1OC,"InChI=1S/C15H22N2O3/c1-3-4-7-20-14-9-11(5-6-13(14)19-2)8-12-10-16-15(18)17-12/h5-6,9,12H,3-4,7-8,10H2,1-2H3,(H2,16,17,18)",PDMUULPVBYQBBK-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,,29925-17-5,RO 201724;Ro20-1724;RO-201724;Ro 20-174;Ro 20-1724;Ro-20-1724;4-(3-butoxy-4-methoxybenzyl)-2-imidazolidinone,278.16,3.0,2.0,7.0,2.0,1.0,2.1,59.59,0.53,1.0,6.0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101919,PD015374,SCH 28080,Cc1nc2c(OCc3ccccc3)cccn2c1CC#N,"InChI=1S/C17H15N3O/c1-13-15(9-10-18)20-11-5-8-16(17(20)19-13)21-12-14-6-3-2-4-7-14/h2-8,11H,9,12H2,1H3",PYKJFEPAUKAXNN-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,,76081-98-6,SCH28080;SCH 28080;SCH-28080,277.12,4.0,0.0,4.0,3.0,3.0,3.29,50.32,0.18,0.0,6.0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102321,PD015402,PD015402,O=[N+]([O-])c1cccc2c(Br)n[nH]c12,"InChI=1S/C7H4BrN3O2/c8-7-4-2-1-3-5(11(12)13)6(4)9-10-7/h1-3H,(H,9,10)",NFSTZPMYAZRZPC-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,experimental,74209-34-0,3-bromo-7-nitro-1H-indazole;3-bromo-7NI;3-bromo-7-Nitroindazole,240.95,3.0,1.0,1.0,2.0,2.0,2.23,71.82,0.0,0.0,6.0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EOS102115,PD015403,BENZAMIDE,NC(=O)c1ccccc1,"InChI=1S/C7H7NO/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H2,8,9)",KXDAEFPNCMNJSK-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,,55-21-0;27208-38-4,BENZAMIDE;Phenylcarboxyamide;Amid kyseliny benzoove;Sulfabenzamide|Sulfabenzid|Sulfabenzide|Sulfabenzoylamide|N-Sulfamylbenzamide;Benzenecarboxamide;Phenylamide;Benzoylamide,121.05,1.0,1.0,1.0,1.0,1.0,0.79,43.09,0.0,0.0,6.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102395,PD015419,TBBz,Brc1c(Br)c(Br)c2[nH]cnc2c1Br,"InChI=1S/C7H2Br4N2/c8-2-3(9)5(11)7-6(4(2)10)12-1-13-7/h1H,(H,12,13)",LOEIRDBRYBHAJB-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,,577779-57-8,"4,5,6,7-tetrabromo-1H-benzimidazole;4,5,6,7-Tetrabromobenzimidazole;TBBz",429.7,1.0,1.0,0.0,2.0,2.0,4.61,28.68,0.0,0.0,6.0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102246,PD015445,N-Acetyltryptamine,CC(=O)NCCc1c[nH]c2ccccc12,"InChI=1S/C12H14N2O/c1-9(15)13-7-6-10-8-14-12-5-3-2-4-11(10)12/h2-5,8,14H,6-7H2,1H3,(H,13,15)",NVUGEQAEQJTCIX-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,,1016-47-3,NB-ACETYLTRYPTAMINE;N-Acetyltryptamine;Nω-Acetyltryptamine;N10-Acetyltryptamine,202.11,1.0,2.0,3.0,2.0,2.0,1.85,44.89,0.25,0.0,6.0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100041,PD015474,ABT,Nn1nnc2ccccc21,"InChI=1S/C6H6N4/c7-10-6-4-2-1-3-5(6)8-9-10/h1-4H,7H2",JCXKHYLLVKZPKE-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,,1614-12-6,"3-Aminobenzotriazole;1-Aminobenzotriazole;ABT, 3-Aminobenzotriazole, 1-Benzotriazolylamine, NSC 114498, NSC 656987;ABT;1H-1,2,3-benzotriazol-1-amine",134.06,4.0,1.0,0.0,2.0,2.0,0.15,56.73,0.0,0.0,6.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101639,PD015480,EIPA,CCN(c1nc(N)c(C(=O)NC(=N)N)nc1Cl)C(C)C,"InChI=1S/C11H18ClN7O/c1-4-19(5(2)3)9-7(12)16-6(8(13)17-9)10(20)18-11(14)15/h5H,4H2,1-3H3,(H2,13,17)(H4,14,15,18,20)",QDERNBXNXJCIQK-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,,1154-25-2,EIPA;5-(N-ETHYL-N-ISOPROPYL)AMILORIDE;MH 12-43;5'-(N-ethyl-N-isopropyl)amiloride;5-(N-Ethyl-N-isopropyl)-Amiloride (EIPA);ethylisopropylamiloride;5-(N-ethyl-N-isopropyl)-Amiloride;L593754;Methylisobutylamiloride,299.13,6.0,4.0,4.0,1.0,1.0,0.57,134.01,0.45,0.0,6.0,0.47,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101997,PD015498,PD015498,COc1ccc2[nH]c3c(c2c1)CCNC3,"InChI=1S/C12H14N2O/c1-15-8-2-3-11-10(6-8)9-4-5-13-7-12(9)14-11/h2-3,6,13-14H,4-5,7H2,1H3",QYMDEOQLJUUNOF-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,,20315-68-8,"6-Methoxy-2,3,4,9-tetrahydro-1H-beta-carboline;6-Methoxy-1,2,3,4-tetrahydro-9H-pyrido[3,4b] indole",202.11,2.0,2.0,1.0,3.0,2.0,1.82,37.05,0.33,0.0,6.0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101072,PD015501,STO609,O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,"InChI=1S/C19H10N2O3/c22-18-13-5-3-4-10-11(19(23)24)8-9-12(16(10)13)17-20-14-6-1-2-7-15(14)21(17)18/h1-9H,(H,23,24)",MYKOWOGZBMOVBJ-UHFFFAOYSA-N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,,52029-86-4;1173022-21-3,STO609;STO 609;STO-609;NCGC00025213-01;AC1MRG00;GTPL5274;ZINC9295,314.07,4.0,1.0,1.0,5.0,5.0,3.29,71.67,0.0,0.0,6.0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101808,PD015563,GW-3965,O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,"InChI=1S/C33H31ClF3NO3/c34-32-27(15-8-17-30(32)33(35,36)37)22-38(18-9-19-41-28-16-7-10-24(20-28)21-31(39)40)23-29(25-11-3-1-4-12-25)26-13-5-2-6-14-26/h1-8,10-17,20,29H,9,18-19,21-23H2,(H,39,40)",NAXSRXHZFIBFMI-UHFFFAOYSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,experimental,405911-09-3,GW3965;GW 3965;GW-3965;GW 3965 (hydrochloride),581.19,3.0,1.0,13.0,4.0,4.0,8.09,49.77,0.24,0.0,6.0,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
EOS100033,PD015621,AFIMOXIFENE,CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,"InChI=1S/C26H29NO2/c1-4-25(20-8-6-5-7-9-20)26(21-10-14-23(28)15-11-21)22-12-16-24(17-13-22)29-19-18-27(2)3/h5-17,28H,4,18-19H2,1-3H3/b26-25-",TXUZVZSFRXZGTL-QPLCGJKRSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,investigational,68047-06-3;65213-48-1;71880-76-7;68392-35-8,"trans-4-Hydroxytamoxifen;ICI 79280;(Z)-4-Hydroxytamoxifen;(E/Z)-4-Hydroxytamoxifen;(Z)-4-OHT, trans-4-Hydroxytamoxifen, 4-Monohydroxytamoxifen;4-hydroxytamoxifen;(Z)-Afimoxifene;AFIMOXIFENE;4-oh tamoxifen;(Z)-4-hydroxy Tamoxifen",387.22,3.0,1.0,8.0,3.0,3.0,5.7,32.7,0.23,0.0,6.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS100039,PD015651,OTSSP167,CC(=O)c1cnc2ccc(-c3cc(Cl)c(O)c(Cl)c3)nc2c1N[C@H]1CC[C@H](CN(C)C)CC1,"InChI=1S/C25H28Cl2N4O2/c1-14(32)18-12-28-22-9-8-21(16-10-19(26)25(33)20(27)11-16)30-24(22)23(18)29-17-6-4-15(5-7-17)13-31(2)3/h8-12,15,17,33H,4-7,13H2,1-3H3,(H,28,29)/t15-,17-",DKZYXHCYPUVGAF-JCNLHEQBSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,117,,1431697-89-0,"OTSSP167;OTS167;OTS-167;OTSSP167, OTS167;MELK inhibitor",486.16,6.0,2.0,6.0,4.0,3.0,6.04,78.35,0.4,0.0,6.0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101390,PD015656,CRT 0066101,CC[C@@H](N)CNc1ccnc(-c2cc(-c3cnn(C)c3)ccc2O)n1,"InChI=1S/C18H22N6O/c1-3-14(19)10-21-17-6-7-20-18(23-17)15-8-12(4-5-16(15)25)13-9-22-24(2)11-13/h4-9,11,14,25H,3,10,19H2,1-2H3,(H,20,21,23)/t14-/m1/s1",SCJXQZZYGYLKJG-CQSZACIVSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,956123-34-5;1290629-45-6,CRT0066101;CRT 0066101,338.19,7.0,3.0,6.0,3.0,3.0,2.4,101.88,0.28,1.0,6.0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100326,PD015658,CFI-400945,COc1ccc2c(c1)[C@]1(C[C@H]1c1ccc3c(/C=C/c4ccc(CN5C[C@H](C)O[C@H](C)C5)cc4)n[nH]c3c1)C(=O)N2,"InChI=1S/C33H34N4O3/c1-20-17-37(18-21(2)40-20)19-23-6-4-22(5-7-23)8-12-29-26-11-9-24(14-31(26)36-35-29)28-16-33(28)27-15-25(39-3)10-13-30(27)34-32(33)38/h4-15,20-21,28H,16-19H2,1-3H3,(H,34,38)(H,35,36)/b12-8+/t20-,21+,28-,33-/m0/s1",DADASRPKWOGKCU-FVTQAUBDSA-N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,investigational,1338800-06-8;1338806-73-7,AKOS025396133;ocifisertib;CFI-400945;AK173721;CFI-400945 (free base);CFI-400945 free base,534.26,5.0,2.0,6.0,7.0,4.0,5.73,79.48,0.33,4.0,6.0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS100051,PD015659,CCT241533,COc1cc2nc(-c3cc(F)ccc3O)nc(N[C@@H]3CNC[C@H]3C(C)(C)O)c2cc1OC,"InChI=1S/C23H27FN4O4/c1-23(2,30)15-10-25-11-17(15)27-21-13-8-19(31-3)20(32-4)9-16(13)26-22(28-21)14-7-12(24)5-6-18(14)29/h5-9,15,17,25,29-30H,10-11H2,1-4H3,(H,26,27,28)/t15-,17-/m1/s1",HZASIAXCPXTISQ-NVXWUHKLSA-N,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,,1262849-73-9,CCT241533;CCT-241533;CCT 241533;GTPL8044;XBJ,442.2,8.0,4.0,6.0,4.0,3.0,2.93,108.76,0.39,2.0,6.0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100889,PD015660,BAFETINIB,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,"InChI=1S/C30H31F3N8O/c1-19-4-7-23(13-27(19)39-29-36-10-8-26(38-29)22-14-34-18-35-15-22)37-28(42)20-5-6-21(25(12-20)30(31,32)33)16-41-11-9-24(17-41)40(2)3/h4-8,10,12-15,18,24H,9,11,16-17H2,1-3H3,(H,37,42)(H,36,38,39)/t24-/m0/s1",ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,investigational,859212-16-1,"NS-187;Bafetinib (INNO-406);INNO 406;Lyn-IN-1;CNS-9;INNO-406;BAFETINIB;CNS-9, NS-187, INNO-406",576.26,8.0,2.0,8.0,5.0,4.0,5.39,99.17,0.3,1.0,6.0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS101556,PD015682,YM-58483,Cc1nnsc1C(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2C(F)(F)F)cc1,"InChI=1S/C15H9F6N5OS/c1-7-12(28-25-23-7)13(27)22-8-2-4-9(5-3-8)26-11(15(19,20)21)6-10(24-26)14(16,17)18/h2-6H,1H3,(H,22,27)",XPRZIORDEVHURQ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,223499-30-7,BTP2;YM58483;YM-58483 (BTP2);YM-58483;YM 58483,421.04,6.0,1.0,3.0,3.0,3.0,4.32,72.7,0.2,0.0,6.0,0.64,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101209,PD015695,DIPHENYLENEIODONIUM,c1ccc2c(c1)[I+]c1ccccc1-2,InChI=1S/C12H8I/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H/q+1,QFXKXRXFBRLLPQ-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,investigational,4510-83-2;123773-57-9;4843-42-9;1010-76-0,DIPHENYLENEIODONIUM,278.97,0.0,0.0,0.0,3.0,2.0,-0.2,0.0,0.0,0.0,6.0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS100250,PD015725,CALPEPTIN,CCCC[C@@H](C=O)NC(=O)[C@H](CC(C)C)NC(=O)OCc1ccccc1,"InChI=1S/C20H30N2O4/c1-4-5-11-17(13-23)21-19(24)18(12-15(2)3)22-20(25)26-14-16-9-7-6-8-10-16/h6-10,13,15,17-18H,4-5,11-12,14H2,1-3H3,(H,21,24)(H,22,25)/t17-,18-/m0/s1",PGGUOGKHUUUWAF-ROUUACIJSA-N,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,6,,117591-20-5,CALPEPTIN,362.22,4.0,2.0,11.0,1.0,1.0,3.2,84.5,0.55,2.0,6.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100907,PD015727,PS-1145,O=C(Nc1cc(Cl)cc2c1[nH]c1cnccc12)c1cccnc1,"InChI=1S/C17H11ClN4O/c18-11-6-13-12-3-5-20-9-15(12)21-16(13)14(7-11)22-17(23)10-2-1-4-19-8-10/h1-9,21H,(H,22,23)",JZRMBDHPALEPDM-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,,431898-65-6;1049743-58-9,PS 1145;IKK Inhibitor X;PS 1145 dihydrochloride;PS-1145;PS1145,322.06,3.0,2.0,2.0,4.0,4.0,4.02,70.67,0.0,0.0,6.0,0.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101672,PD015730,Src kinase inhibitor I,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,"InChI=1S/C22H19N3O3/c1-26-20-12-18-19(13-21(20)27-2)23-14-24-22(18)25-15-8-10-17(11-9-15)28-16-6-4-3-5-7-16/h3-14H,1-2H3,(H,23,24,25)",DMWVGXGXHPOEPT-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,179248-59-0,Src Kinase Inhibitor 1;SRC-kinase-inhibitor-I;Src kinase inhibitor I;Src Inhibitor 1;Src I1;Src-l1,373.14,6.0,1.0,6.0,4.0,4.0,5.18,65.5,0.09,0.0,6.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101011,PD015731,Phorbol 12-myristate 13-acetate diester,CCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](C)[C@@]2(O)[C@@H](C=C(CO)C[C@]3(O)C(=O)C(C)=C[C@@H]23)[C@@H]2C(C)(C)[C@]12OC(C)=O,"InChI=1S/C36H56O8/c1-7-8-9-10-11-12-13-14-15-16-17-18-29(39)43-32-24(3)35(42)27(30-33(5,6)36(30,32)44-25(4)38)20-26(22-37)21-34(41)28(35)19-23(2)31(34)40/h19-20,24,27-28,30,32,37,41-42H,7-18,21-22H2,1-6H3/t24-,27+,28-,30-,32-,34-,35-,36-/m1/s1",PHEDXBVPIONUQT-RGYGYFBISA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,investigational,11016-13-0;16561-29-8,"PMA;TPA;phorbol 12-myristate 13-acetate;Phorbol 12-myristate 13-acetate (PMA);12-O-Tetradecanoylphorbol-13-acetate,TPA, Phorbol myristate acetate;Phorbol 12-myristate 13-acetate diester;PHORBOL MYRISTATE ACETATE",616.4,8.0,3.0,15.0,4.0,0.0,5.75,130.36,0.81,8.0,7.0,0.12,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS100490,PD015756,ITSA1,O=C(c1ccc(Cl)cc1Cl)n1nnc2ccccc21,InChI=1S/C13H7Cl2N3O/c14-8-5-6-9(10(15)7-8)13(19)18-12-4-2-1-3-11(12)16-17-18/h1-7H,UVNLAUGZMOPBPR-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,,200626-61-5,ITSA1;ITSA-1;ITSA-1 (ITSA1),291.0,4.0,0.0,1.0,3.0,3.0,3.43,47.78,0.0,0.0,6.0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS102294,PD015760,IBC 293,CC(C)n1nnc2cc(C(=O)O)ccc21,"InChI=1S/C10H11N3O2/c1-6(2)13-9-4-3-7(10(14)15)5-8(9)11-12-13/h3-6H,1-2H3,(H,14,15)",RUTVRAJKELSHCC-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,,306935-41-1,GPR109 receptor agonist-1;IPBT-5CA;IBC 293,205.09,4.0,1.0,2.0,2.0,2.0,1.71,68.01,0.3,0.0,6.0,0.81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100731,PD015772,ML-7,O=S(=O)(c1cccc2c(I)cccc12)N1CCCNCC1,"InChI=1S/C15H17IN2O2S/c16-14-6-1-5-13-12(14)4-2-7-15(13)21(19,20)18-10-3-8-17-9-11-18/h1-2,4-7,17H,3,8-11H2",GEHJIACZUFWBTK-UHFFFAOYSA-N,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,,109376-83-2;110448-33-4,"ML-7, HYDROCHLORIDE;ML-7",416.01,3.0,1.0,2.0,3.0,2.0,2.43,49.41,0.33,0.0,7.0,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS100495,PD015806,ML390,O=C(CCNC(=O)c1ccc(OC(F)(F)F)cc1)N[C@@H]1CCCc2ccccc21,"InChI=1S/C21H21F3N2O3/c22-21(23,24)29-16-10-8-15(9-11-16)20(28)25-13-12-19(27)26-18-7-3-5-14-4-1-2-6-17(14)18/h1-2,4,6,8-11,18H,3,5,7,12-13H2,(H,25,28)(H,26,27)/t18-/m1/s1",SGNRHEDBLPGDDC-GOSISDBHSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,2029049-79-2,ML390;ML-390,406.15,3.0,2.0,6.0,3.0,2.0,3.9,67.43,0.33,1.0,6.0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EOS101261,PD015828,VLX-1005,COc1cccc(CNc2ccc(S(=O)(=O)Nc3nc4ccccc4s3)cc2)c1O,"InChI=1S/C21H19N3O4S2/c1-28-18-7-4-5-14(20(18)25)13-22-15-9-11-16(12-10-15)30(26,27)24-21-23-17-6-2-3-8-19(17)29-21/h2-12,22,25H,13H2,1H3,(H,23,24)",OWHBVKBNNRYMIN-UHFFFAOYSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,investigational,1532593-30-8,ML355;ML 355;ML-355;VLX-1005,441.08,7.0,3.0,7.0,4.0,4.0,4.42,100.55,0.1,0.0,6.0,0.39,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
EOS102162,PD015829,ML354,Cn1c(CO)c(-c2ccccc2)c2cc([N+](=O)[O-])ccc21,"InChI=1S/C16H14N2O3/c1-17-14-8-7-12(18(20)21)9-13(14)16(15(17)10-19)11-5-3-2-4-6-11/h2-9,19H,10H2,1H3",GNJUKVGDCUKDLF-UHFFFAOYSA-N,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,,89159-60-4,ML354;ML 354;VU0099704;ML-354,282.1,4.0,1.0,3.0,3.0,3.0,3.25,68.3,0.12,0.0,6.0,0.59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
